Symbol,Description,Price/Earnings (TTM),Price/Earnings (MRFY),Annual Dividend Yield,Price/Earnings (FYF),Price/Book (MRQ),Price/Sales (TTM),Price/Cash Flow (MRFY),Net Profit Margin (MRFY),Debt to Equity (MRQ),Return on Equity (TTM),Return on Assets (MRFY),Count
TILE,Interface Inc,15.29,22.16,1.61%,10.57,2.65,0.71,10.75,3.69%,1.67,17.58%,4.51%,1
TITN,Titan Machinery Inc,27.83,25.22,--,17.38,0.9,0.24,8.63,0.97%,0.12,3.22%,1.20%,1
TJX,TJX Companies Inc,24.56,25.66,1.48%,23.71,13.53,1.85,19.33,7.85%,0.4,57.95%,15.92%,1
TKAGY,Telekom Austria AG,14.46,20.04,2.91%,16.18,1.85,1.09,4.01,5.61%,1.27,13.32%,4.27%,1
TKC,Turkcell Iletisim Hizmetleri AS,12.24,15.63,5.47%,10.13,1.82,1.33,5.69,10.23%,0.74,16.05%,5.92%,1
TKOMY,Tokio Marine Holdings Inc,12.68,15.7,--,12.44,1.16,0.8,11.44,5.13%,0.02,9.21%,1.44%,1
TKR,Timken Co,14.33,14.84,1.95%,12.15,2.48,1.14,9.57,8.53%,0.89,18.56%,7.01%,1
TLDN,Telidyne Inc,2.89,2.43,--,200,0.41,29.55,346.81,7.55%,0,15.42%,4.07%,1
TLF,Tandy Leather Factory Inc,33.56,26.94,--,5.76,0.86,0.62,13.67,2.36%,0,2.60%,2.12%,1
TLK,Telekomunikasi Indonesia (Persero) Tbk PT,19.63,22.08,2.68%,28.85,3.95,2.92,8.13,20.42%,0.36,21.07%,13.92%,1
TLKGY,Telkom SA SOC Ltd,7.36,6.04,9.42%,9.29,0.56,0.4,2.02,6.78%,0.4,7.88%,4.13%,1
TLSYY,Telstra Corporation Ltd,21.18,21.18,4.19%,19.6,3.13,1.8,7.07,8.51%,1.03,14.76%,5.04%,1
TLYS,Tillys Inc,13.89,13.94,--,13.33,1.9,0.56,7.31,4.17%,0,13.71%,5.98%,1
TM,Toyota Motor Corp,11.48,11.85,2.88%,12.26,1.08,0.81,7.33,5.38%,0.51,9.66%,3.17%,1
TME,Tencent Music Entertainment Group,76.27,83.26,--,33.15,3.67,6.48,69.33,9.65%,0,5.46%,4.60%,1
TMHC,Taylor Morrison Home Corp,12.09,13.06,--,8.21,1,0.52,10.46,4.98%,0.77,8.72%,4.33%,1
TMICY,Trend Micro Inc,26.58,27.82,--,51.5,4.39,4.87,18.01,17.64%,0,16.41%,8.82%,1
TMO,Thermo Fisher Scientific Inc,37.3,43.69,0.23%,26.67,4.49,5.23,24.77,12.54%,0.56,12.66%,6.37%,1
TMP,Tompkins Financial Corp,17.43,16.93,2.30%,17.06,2.05,4.7,14.44,28.50%,0.03,12.47%,1.19%,1
TMUS,T-Mobile US Inc,20.24,23.48,--,19.86,2.43,1.52,7.21,6.67%,1.03,12.88%,4.30%,1
TNC,Tennant Co,34.78,44.1,1.10%,28.03,4.34,1.3,16.69,2.99%,0.95,13.17%,4.22%,1
TNET,TriNet Group Inc,20.64,21.07,--,16.83,8.19,1.04,16.42,5.48%,0.79,46.67%,8.88%,1
TNRK,TNR Technical Inc,12.92,12.92,15.44%,12.95,1.05,0.47,12.73,3.34%,0,7.58%,6.16%,1
TOFB,Tofutti Brands Inc,175.6,17.99,--,1.77,2.46,0.73,17.64,3.88%,0.13,1.41%,1.01%,1
TOL,Toll Brothers Inc,10.23,10.26,1.06%,10.68,1.15,0.79,8.66,8.17%,0.77,12.00%,5.60%,1
TOT,Total SA,15.7,13.07,5.22%,11.88,1.25,0.8,5.91,6.27%,0.42,7.89%,3.75%,1
TOWN,Towne Bank,14.23,14.69,2.60%,14.84,1.24,3.62,12.04,26.00%,0.15,9.02%,1.25%,1
TPB,Turning Point Brands Inc,22.72,28.88,0.62%,15.66,5.97,1.51,24.77,5.98%,3.14,29.74%,6.48%,1
TPCS,TechPrecision Corp,75.73,45.69,--,1.66,5,2.96,26.24,6.59%,0.31,7.36%,4.06%,1
TPH,TRI Pointe Group Inc,11.81,8.66,--,11.72,1.03,0.71,7.26,8.30%,0.68,9.23%,4.85%,1
TPL,Texas Pacific Land Trust,20.1,30.05,0.22%,28.01,14.16,13.34,29.56,69.86%,0,97.82%,84.21%,1
TPR,Tapestry Inc,15.65,13.04,4.92%,10.87,2.45,1.26,8.6,10.15%,0.52,15.92%,6.72%,1
TPX,Tempur Sealy International Inc,30.47,42.23,--,22.58,13.76,1.59,23.62,4.02%,4.49,57.33%,5.29%,1
TR,Tootsie Roll Industries Inc,36.19,40.12,1.04%,34.51,2.97,4.35,29.99,10.95%,0.01,8.31%,6.43%,1
TRAC,Track Data Corp,2.61,1.33,--,21.2,0.07,0.06,0.84,4.37%,0,2.77%,1.28%,1
TRC,Tejon Ranch Co,349.36,96.7,--,15.84,0.98,10.09,42.72,9.28%,0.14,0.29%,0.22%,1
TREE,LendingTree Inc,116.49,39.36,--,51.47,10.22,3.77,28.32,14.33%,0.67,10.07%,4.47%,1
TREX,Trex Company Inc,42.38,42.56,--,40.17,13.36,7.85,37.45,19.67%,0,35.74%,26.73%,1
TRIP,TripAdvisor Inc,36.5,37.42,--,17.4,2.55,2.67,18.33,7.00%,0.05,7.51%,4.98%,1
TRMB,Trimble Inc,31.49,35.08,--,21.81,3.76,3.25,20.18,9.80%,0.54,12.48%,5.86%,1
TRMK,Trustmark Corp,14.4,15.26,2.73%,14.31,1.32,3.56,11.5,24.76%,0.04,9.44%,1.13%,1
TRN,Trinity Industries Inc,20.02,31.95,3.59%,17.17,1.23,0.9,7.32,4.11%,2.22,4.34%,1.54%,1
TRNO,Terreno Realty Corp,53.89,50.07,1.97%,65.2,2.44,22.19,35.25,41.73%,0.29,4.73%,3.37%,1
TRNS,Transcat Inc,28.07,32.76,--,28.58,3.66,1.35,16.97,4.44%,0.36,14.17%,7.66%,1
TROW,T. Rowe Price Group Inc,16.18,17.27,2.39%,16.19,4.37,5.46,15.22,33.45%,0,28.40%,21.50%,1
TRS,TriMas Corp,18.59,17.29,--,17.44,2.11,1.54,11.02,9.45%,0.44,12.06%,6.77%,1
TRST,TrustCo Bank Corp N Y,13.62,13.26,3.23%,8.43,1.55,4.61,12.46,34.37%,0,11.95%,1.19%,1
TRT,Trio-Tech International,9.08,10.33,--,4.25,0.67,0.4,4,3.70%,0.12,7.75%,4.65%,1
TRTN,Triton International Ltd,9.19,9.17,5.22%,8.68,1.39,1.97,3.19,24.88%,3.03,15.29%,3.38%,1
TRTX,TPG RE Finance Trust Inc,11.94,12.06,8.41%,11.8,1.03,4.59,14.18,40.07%,2.41,8.70%,2.40%,1
TRU,TransUnion,52.44,61.31,0.33%,33.13,8.41,6.63,28.51,12.70%,1.79,17.01%,4.76%,1
TRV,Travelers Companies Inc,15.22,14.6,2.42%,14.27,1.37,1.12,10.52,8.33%,0.25,9.79%,2.21%,1
TRWH,Twin River Worldwide Holdings Inc,15.7,14.21,1.51%,19.68,3.5,1.8,9.7,16.33%,2.66,26.00%,6.85%,1
TS,Tenaris SA,16.72,15.59,3.54%,17.94,1.14,1.78,8.62,11.41%,0.02,6.91%,5.45%,1
TSBK,Timberland Bancorp Inc,10.08,10.08,2.10%,28.59,1.39,3.64,8.93,36.67%,0,16.24%,2.12%,1
TSC,TriState Capital Holdings Inc,12.94,13.96,--,13.3,1.51,4.23,13.29,33.53%,0,12.19%,0.95%,1
TSCDY,Tesco PLC,18.58,18.37,2.65%,14.55,1.74,0.38,9.07,2.07%,1.13,9.71%,2.28%,1
TSCO,Tractor Supply Co,20.01,21.17,1.53%,19.4,7.25,1.3,15.22,6.73%,0.43,37.16%,12.83%,1
TSE,Trinseo SA,16.07,4.98,4.80%,9.81,1.84,0.41,3.85,6.33%,1.63,11.10%,3.03%,1
TSM,Taiwan Semiconductor Manufacturing Co Ltd,27.78,26.05,2.79%,27.31,5.76,8.44,13.67,34.05%,0.03,20.82%,16.05%,1
TSN,Tyson Foods Inc,16.52,16.5,1.83%,13.66,2.39,0.79,10.76,4.80%,0.7,15.04%,6.54%,1
TSSI,TSS Inc,20.13,10.58,--,1.38,10.05,1.34,8.5,10.91%,0.82,70.07%,11.01%,1
TSU,TIM Participacoes SA,11.73,15.38,2.54%,19.01,1.8,2.29,5.88,14.99%,0.34,16.15%,9.57%,1
TTC,Toro Co,32.43,32.44,1.22%,24.43,10.17,2.79,24.27,8.70%,0.72,35.72%,13.99%,1
TTD,Trade Desk Inc,135.96,144.31,--,83.19,23.41,20.7,125.41,18.47%,0,22.19%,8.46%,1
TTDKY,TDK Corp,18.36,19.23,--,114.1,1.84,1.19,8.59,5.97%,0.22,9.94%,4.34%,1
TTEC,TTEC Holdings Inc,26.97,51.91,1.60%,21.36,4.97,1.16,17.1,2.63%,0.56,19.91%,6.74%,1
TTEK,Tetra Tech Inc,31.2,31.21,0.69%,25.33,4.8,1.99,25.69,6.53%,0.27,15.96%,7.60%,1
TTGT,TechTarget Inc,45.85,55.38,--,39.09,4.74,5.39,40.17,10.67%,0.15,11.09%,7.99%,1
TTLO,Torotel Inc,28.9,63.16,--,7.7,8.53,1.9,46.4,3.12%,0.15,30.14%,13.59%,1
TTMI,TTM Technologies Inc,28.48,11.44,--,14.88,1.25,0.58,3.91,6.10%,1.18,5.66%,1.96%,1
TTNDY,Techtronic Industries Co Ltd,25.78,27.25,2.08%,40.96,4.71,2.04,18.88,7.87%,0.26,19.14%,8.85%,1
TTWO,Take-Two Interactive Software Inc,41.49,44.35,--,26.01,6.58,4.51,19.53,12.34%,0,16.98%,8.27%,1
TUSK,Mammoth Energy Services Inc,1.62,0.34,27.78%,-1.46,0.11,0.1,0.23,13.97%,0.12,7.05%,4.75%,1
TV,Grupo Televisa SAB,55.34,20.97,1.52%,34.63,1.07,1.26,4.53,7.52%,1.51,2.54%,1.23%,1
TVTY,Tivity Health Inc,15.97,10.05,--,10.53,2.01,1.08,10.69,16.15%,1.9,14.53%,5.21%,1
TWIN,Twin Disc Inc,96.86,13.42,--,-33.26,0.87,0.53,7.5,3.57%,0.28,0.86%,0.47%,1
TWNK,Hostess Brands Inc,27.88,23.1,--,23.21,1.27,2.03,14.96,9.58%,0.67,4.03%,2.32%,1
TWTR,Twitter Inc,16.02,21.01,--,13.69,3.02,7.57,15.6,39.63%,0.21,21.55%,15.01%,1
TX,Ternium SA,5.11,2.94,5.32%,7.55,0.68,0.42,2.01,14.51%,0.27,13.90%,7.80%,1
TXN,Texas Instruments Inc,24.13,23.43,2.77%,25.34,13.53,8.24,18.73,35.07%,0.59,52.86%,28.37%,1
TXRH,Texas Roadhouse Inc,24.7,25.46,2.14%,23.63,4.35,1.47,14.63,6.69%,0,17.81%,10.60%,1
TXT,Textron Inc,12.32,9.28,0.18%,12.37,1.85,0.76,6.15,8.65%,0.66,15.43%,5.70%,1
TYL,Tyler Technologies Inc,94.17,85.45,--,58.49,7.96,11.63,58.31,15.57%,0,8.92%,6.69%,1
TZOO,Travelzoo,20.71,28.77,--,21.02,10.1,1.12,19.29,4.19%,0,46.12%,13.32%,1
UAL,United Airlines Holdings Inc,8.1,11.37,--,7.28,1.96,0.52,5.06,5.14%,1.16,27.20%,5.82%,1
UBCP,United Bancorp Inc,14.77,17.56,3.88%,12.02,1.42,3.52,16.35,19.64%,0.39,10.13%,0.94%,1
UBFO,United Security Bancshares,10.73,12.4,4.29%,10.26,1.51,3.97,11.32,36.39%,0.09,14.60%,1.74%,1
UBOH,United Bancshares Inc,8.32,9.05,2.29%,22.75,0.82,1.83,8.03,21.84%,0.14,10.65%,1.06%,1
UBSI,United Bankshares Inc,14.6,15.15,3.76%,14.64,1.13,5.2,13.76,35.72%,0.07,7.89%,1.34%,1
UCBI,United Community Banks Inc,13.25,14.48,2.40%,12.71,1.47,4.19,12.01,31.24%,0.15,12.01%,1.44%,1
UCFC,United Community Financial Corp,14.23,15.4,2.80%,13.94,1.68,4.8,13.6,33.39%,0,12.34%,1.38%,1
UCPA,United Communications Partners Inc,37.78,17.89,--,0,12.09,0.09,14.74,0.56%,0,33.23%,0.88%,1
UCTT,Ultra Clean Holdings Inc,425.13,21.76,--,24.79,1.96,0.83,14.33,3.57%,0.7,0.46%,0.39%,1
UDR,UDR Inc,53.76,62.29,2.98%,138.7,4.22,12.1,20.66,21.16%,1.21,8.20%,3.11%,1
UE,Urban Edge Properties,20.39,20.48,4.67%,18.66,2.31,5.82,10.53,28.24%,1.57,11.81%,4.22%,1
UFCS,United Fire Group Inc,141.42,497.44,3.02%,-218.9,1.14,0.94,147.52,0.21%,0,0.94%,0.30%,1
UFI,Unifi Inc,130.43,283.38,--,28.43,1.16,0.64,18.37,0.23%,0.27,0.90%,0.59%,1
UFPI,Universal Forest Products Inc,17.75,20.81,0.85%,16.32,2.39,0.66,14.1,3.22%,0.13,13.98%,9.41%,1
UFPT,UFP Technologies Inc,19.3,24.61,--,19.19,2.26,1.77,15.92,7.51%,0.08,12.60%,9.33%,1
UFS,Domtar Corp,11.9,8.56,4.85%,11.64,0.91,0.4,3.66,5.11%,0.38,7.97%,3.99%,1
UG,United-Guardian Inc,22.39,20.34,5.71%,19.27,7.52,7,19.48,31.61%,0,32.10%,28.58%,1
UGI,UGI Corp,30.13,31.17,2.95%,16.06,2.41,1.26,12.19,4.21%,1.51,6.83%,2.43%,1
UGP,Ultrapar Participacoes SA,26.34,23.66,2.29%,26.03,2.8,0.31,14.18,1.25%,1.55,12.15%,3.79%,1
UHAL,Amerco,20.08,19.93,--,20.75,1.76,1.91,7.77,9.84%,1.11,9.21%,3.05%,1
UHS,Universal Health Services Inc,18.33,17.72,0.55%,14.91,2.37,1.14,10.27,7.35%,0.72,13.39%,6.45%,1
UHT,Universal Health Realty Income Trust,89.74,64.94,2.39%,114.51,8.53,20.45,32.04,31.75%,1.45,9.04%,3.61%,1
UL,Unilever PLC,14.25,14.47,3.26%,19.6,10.42,2.61,11.43,19.30%,1.84,77.84%,15.15%,1
ULBI,Ultralife Corp,5.01,4.75,--,7.25,1.08,1.19,4.2,28.67%,0.15,24.24%,19.10%,1
ULH,Universal Logistics Holdings Inc,14.12,10.24,2.23%,14.39,2.59,0.34,4.82,3.57%,1.65,18.81%,4.45%,1
ULTA,Ulta Beauty Inc,22.51,24.42,--,22.3,8.29,2.12,16.29,9.80%,0,37.90%,16.90%,1
UMBF,UMB Financial Corp,16.4,17.45,1.85%,14.07,1.28,3.07,13.47,18.90%,0.03,8.41%,0.88%,1
UMC,United Microelectronics Corp,48.85,29,3.55%,22,0.91,1.33,3.47,1.75%,0.3,2.00%,-0.01%,1
UMPQ,Umpqua Holdings Corp,11.32,12.56,4.67%,11.34,0.92,3.16,10.75,25.96%,0.34,8.46%,1.26%,1
UN,Unilever NV,14.18,14.36,4.06%,19.78,10.32,2.61,11.64,19.30%,1.84,77.60%,15.11%,1
UNB,Union Bankshares Inc,21.97,23.13,3.37%,36.8,2.33,4.13,19.37,18.66%,0.69,11.39%,0.92%,1
UNF,UniFirst Corp,21,22.21,0.48%,25.41,2.34,2.14,13.89,9.90%,0,11.76%,9.38%,1
UNH,UnitedHealth Group Inc,21.47,24.2,1.46%,19.7,5.08,1.17,18.88,5.47%,0.7,25.40%,8.46%,1
UNIB,University Bancorp Inc (MICHIGAN),21.01,10.75,--,8.02,3.99,1.12,8.05,8.17%,0,21.49%,2.00%,1
UNM,Unum Group,5.8,12.08,3.97%,5.31,0.61,0.5,9.48,4.51%,0.32,11.61%,1.63%,1
UNP,Union Pacific Corp,20.97,22.5,2.18%,20.93,6.87,5.55,15.14,26.13%,1.35,31.40%,10.01%,1
UNTN,United Tennessee Bankshares Inc,14,15.88,2.37%,23.17,1.46,3.28,10.9,28.61%,0,10.57%,1.57%,1
UNTY,Unity Bancorp Inc,10.22,10.81,1.47%,10.21,1.52,3.57,9.89,34.92%,0.07,16.21%,1.45%,1
UONEK,Urban One Inc,0.7,0.64,--,1.89,0.46,0.18,0.37,32.38%,4.51,99.63%,9.98%,1
UOVEY,United Overseas Bank Ltd,10.82,11.51,4.60%,39.81,1.13,4.4,10.46,42.07%,0.7,10.87%,1.08%,1
UPS,United Parcel Service Inc,20.15,21.04,3.31%,15.4,17.88,1.35,14.2,6.67%,3.91,115.50%,10.00%,1
URBN,Urban Outfitters Inc,11.54,9.68,--,12.19,1.81,0.66,6.2,7.57%,0,16.34%,8.56%,1
URI,United Rentals Inc,10.93,12.09,--,8.37,3.31,1.3,4.32,13.69%,2.93,32.99%,6.44%,1
USAK,USA Truck Inc,10.93,4.86,--,107.76,0.75,0.11,1.53,2.29%,1.89,6.98%,1.81%,1
USAP,Universal Stainless & Alloy Products Inc,27.3,11.24,--,19.13,0.52,0.51,4.26,4.17%,0.26,1.95%,1.31%,1
USB,U.S. Bancorp,13.02,13.68,2.96%,13.07,1.87,3.84,12.11,31.63%,0.77,15.13%,1.54%,1
USCR,US Concrete Inc,52.28,22.56,--,19.7,2.03,0.46,5.57,2.08%,1.98,3.98%,1.04%,1
USDP,USD Partners LP,42.82,12.57,14.43%,10.19,6.11,2.36,6.39,17.72%,4.53,10.48%,2.14%,1
USFD,US Foods Holding Corp,23.14,22.6,--,18,2.55,0.36,12.29,1.65%,1.35,11.69%,3.77%,1
USLM,United States Lime & Minerals Inc,20.22,25.9,0.59%,91,2.1,3.3,13.7,13.63%,0,10.95%,9.73%,1
USM,United States Cellular Corp,23.83,20.74,--,28.37,0.72,0.75,3.75,4.03%,0.38,3.15%,1.74%,1
USNA,USANA Health Sciences Inc,18.76,15.88,--,20.36,5.6,1.62,12.31,10.61%,0,27.23%,19.22%,1
USPH,U.S. Physical Therapy Inc,49.59,88.08,1.04%,40.3,6.26,3.09,25.17,10.76%,0.23,13.27%,11.55%,1
USX,US Xpress Enterprises Inc,20.19,10.58,--,61.93,1.12,0.15,2.28,1.45%,1.47,5.56%,1.34%,1
UTGN,UTG Inc,38.18,8.89,--,33.31,0.85,4.01,7.98,30.31%,0,2.34%,0.77%,1
UTL,Unitil Corp,20.86,27.54,2.41%,26.88,2.47,2.04,10.97,7.43%,1.11,12.26%,3.40%,1
UTMD,Utah Medical Products Inc,34.92,24.58,1.11%,100.49,3.94,8.34,20.45,36.49%,0,11.70%,10.58%,1
UTX,United Technologies Corp,22.54,20.46,1.94%,18.63,3.24,1.74,14.84,9.62%,0.93,15.91%,4.86%,1
UUGRY,United Utilities Group PLC,20.88,17.78,4.18%,24.7,2.11,3.52,8.54,19.98%,2.55,10.29%,2.29%,1
UVE,Universal Insurance Holdings Inc,9.77,7.85,2.49%,14.66,1.5,0.93,6.99,14.21%,0.02,16.57%,5.13%,1
UVSP,Univest Financial Corp,11.39,15.53,3.02%,11.83,1.17,3.35,13.12,23.02%,0.38,10.64%,1.34%,1
UVV,Universal Corp,15.82,13.64,5.42%,56.07,1.07,0.67,9.45,4.95%,0.28,6.80%,4.25%,1
UWHR,Uwharrie Capital Corp,12.56,21.42,--,5.65,1.05,1.37,9,8.76%,0.27,8.91%,0.58%,1
V,Visa Inc,37.98,36.44,0.62%,31.24,14.33,18.19,32.82,52.57%,0.48,40.34%,17.04%,1
VAC,Marriott Vacations Worldwide Corp,46.17,77.03,1.70%,15.91,1.74,1.25,46.38,1.79%,1.28,3.96%,1.44%,1
VALE,Vale SA,19.25,10.6,2.68%,9.18,1.56,1.94,7.31,19.40%,0.36,8.41%,3.86%,1
VALU,Value Line Inc,24.07,27.35,2.54%,31.49,5.9,8,26.36,30.75%,0,25.82%,13.46%,1
VAR,Varian Medical Systems Inc,45.21,45.2,--,27.4,7.53,4.13,34.05,9.25%,0,17.78%,8.11%,1
VBFC,Village Bank and Trust Financial Corp,13.58,18.59,--,37.93,1.33,2.17,14.66,13.01%,0.35,10.42%,0.75%,1
VBTX,Veritex Holdings Inc,18.55,17.75,1.76%,12.31,1.23,5.45,31.76,31.23%,0.06,8.30%,1.27%,1
VC,Visteon Corp,27.69,14.71,--,29.07,5,0.81,8.71,6.07%,0.73,18.32%,4.61%,1
VCTR,Victory Capital Holdings Inc,22.48,23.49,0.94%,8.25,2.84,2.93,16.48,15.41%,1.99,14.51%,5.34%,1
VDRM,Viaderma Inc,0,0,--,0,0,0.07,0.24,14.06%,0.08,6.91%,5.36%,1
VEC,Vectrus Inc,20.12,19.23,--,18.77,2.61,0.48,17.46,2.60%,0.27,14.01%,5.51%,1
VEDL,Vedanta Ltd,11.9,11.9,11.93%,8.97,1.02,0.65,3.43,8.39%,0.6,8.46%,4.13%,1
VEEV,Veeva Systems Inc,70.84,92.86,--,66.96,13.85,21.1,88.65,26.66%,0,22.70%,18.56%,1
VEOEY,Veolia Environnement SA,24.95,32.96,4.43%,18.91,2.39,0.52,6.19,2.54%,2.08,10.06%,1.96%,1
VFC,VF Corp,27.99,29.37,2.02%,28.23,8.16,2.96,23.77,9.36%,0.45,30.87%,12.16%,1
VIAC,ViacomCBS Inc,5.23,8.06,2.38%,7.27,2.99,1.64,11.46,13.52%,1.85,76.74%,12.99%,1
VIAV,Viavi Solutions Inc,119.01,448.13,--,21.72,4.91,2.99,28.95,0.69%,0.85,4.22%,1.62%,1
VICI,VICI Properties Inc,17.88,17.8,4.69%,18.13,1.46,13.24,21.83,59.26%,0.52,8.36%,5.17%,1
VICR,Vicor Corp,108.91,66.58,--,130.63,10.36,7.66,50.98,10.94%,0,10.43%,8.84%,1
VIEWF,Viewtran Group Inc,0.24,0.24,--,0.01,0,0,0.03,4.30%,0,0.49%,1.18%,1
VIOT,Viomi Technology Co Ltd,15.68,80.15,--,12.25,3.04,1.01,65.17,2.55%,0,22.56%,12.44%,1
VIPS,Vipshop Holdings Ltd,22.02,33.91,--,15.56,3.37,0.77,22.46,2.58%,0.02,17.60%,8.42%,1
VIRT,Virtu Financial Inc,41.45,5.47,6.31%,16.24,3,1.85,4.18,33.01%,2.01,3.79%,0.90%,1
VIV,Telefonica Brasil SA,18.49,10.8,6.67%,18.51,1.37,2.11,5.37,20.54%,0.16,7.34%,4.85%,1
VIVO,Meridian Bioscience Inc,17.3,17.3,5.09%,32.77,2.2,2.09,12.26,12.13%,0.4,13.31%,8.45%,1
VLGEA,Village Super Market Inc,19.46,17.12,4.31%,23.22,1.04,0.14,4.43,1.55%,0.09,6.79%,4.10%,1
VLO,Valero Energy Corp,17.71,13.39,3.72%,19.13,1.89,0.36,7.36,2.85%,0.43,10.63%,4.77%,1
VLY,Valley National Bancorp,11.1,15.02,3.95%,12.18,1.1,4.12,16.41,26.14%,0.65,10.36%,1.07%,1
VMC,Vulcan Materials Co,31.57,36.98,0.87%,29.86,3.42,3.92,21.93,11.83%,0.5,11.32%,5.92%,1
VMI,Valmont Industries Inc,23.9,35.23,1.01%,20.51,3.01,1.15,17.47,3.66%,0.7,12.72%,5.33%,1
VMW,VMware Inc,37.72,25.63,--,22.76,10.56,6.3,22.01,26.99%,0.53,19.78%,7.20%,1
VNDA,Vanda Pharmaceuticals Inc,7.2,33.75,--,7.39,2.13,3.9,30.38,13.05%,0,36.75%,30.95%,1
VNO,Vornado Realty Trust,4.22,33.06,3.97%,4.38,2.05,6.32,15.28,19.50%,1.06,62.14%,18.75%,1
VNOM,Viper Energy Partners LP,33.57,12.67,7.23%,28.9,4.43,5.74,4.96,91.02%,0.53,6.43%,11.93%,1
VPG,Vishay Precision Group Inc,20.97,19.2,--,19.46,1.92,1.56,13.24,7.89%,0.08,9.64%,6.56%,1
VRA,Vera Bradley Inc,31.87,19.11,--,12.16,1.29,0.82,10.09,4.99%,0,4.20%,2.47%,1
VREX,Varex Imaging Corp,76.05,75.58,--,21.73,2.62,1.5,21.24,2.02%,0.82,3.56%,1.56%,1
VRNT,Verint Systems Inc,76.14,57.98,--,15.81,2.93,2.98,24.25,5.71%,0.6,4.06%,2.02%,1
VRS,Verso Corp,15.43,3.31,--,-47.13,0.65,0.22,1.98,6.38%,0.03,4.69%,2.38%,1
VRSK,Verisk Analytics Inc,56.47,44.15,0.64%,36.02,12.48,10.13,28.78,25.04%,1.29,22.11%,7.66%,1
VRTS,Virtus Investment Partners Inc,15.68,16.08,2.12%,8.76,1.57,1.57,8.61,13.78%,3.17,12.24%,2.56%,1
VRTU,Virtusa Corp,45.06,108.96,--,16.26,3.27,0.97,29.55,1.42%,0.76,7.96%,3.05%,1
VRTV,Veritiv Corp,32.92,17,--,-9.7,0.52,0.03,3.94,0.18%,1.38,1.49%,0.30%,1
VRTX,Vertex Pharmaceuticals Inc,101.99,110.63,--,47.53,11.21,16.27,98.2,17.30%,0.1,14.31%,9.21%,1
VSBN,VSB Bancorp Inc,17.78,19.38,1.86%,32.3,1.78,4.17,17.22,21.23%,0,10.15%,0.91%,1
VSEC,VSE Corp,10.99,11.28,1.02%,35.35,1.09,0.53,6.52,4.92%,0.72,10.49%,4.84%,1
VSH,Vishay Intertechnology Inc,12.5,9.19,1.77%,16.37,2.09,1.09,5.92,11.93%,0.33,17.08%,7.86%,1
VTGDF,Vantage Drilling Co,1.02,0.06,--,0.13,0,0,0.01,4.80%,4.73,1.20%,0.18%,1
VTR,Ventas Inc,48.8,60.19,5.56%,39.84,1.95,5.59,16.77,9.25%,1.11,3.96%,1.82%,1
VULC,Vulcan International Corp,131.72,93.27,--,136,2.28,19.48,71.6,14.64%,0,1.80%,1.25%,1
VVI,Viad Corp,58,30.85,0.60%,28.17,2.9,1,13.27,3.46%,0.05,5.01%,2.34%,1
VZ,Verizon Communications Inc,15.16,15.7,4.17%,12.22,4.14,1.86,7.3,12.26%,1.73,28.41%,6.04%,1
WAB,Westinghouse Air Brake Technologies Corp,56.12,26.79,0.62%,18.51,1.54,2.14,38.6,6.34%,0.48,3.65%,1.67%,1
WABC,Westamerica Bancorp,22.81,24.92,2.46%,22.5,2.52,8.59,18.79,36.16%,0,12.05%,1.41%,1
WAFD,Washington Federal Inc,13.51,13.51,2.38%,14.46,1.37,5.09,11.46,38.69%,0,10.43%,1.30%,1
WAKE,Wake Forest Bancshares Inc,38.52,38.52,1.81%,19.93,1.08,7.94,37.07,20.57%,0,2.83%,0.52%,1
WAL,Western Alliance Bancorp,12.1,13.81,1.75%,11.92,2,5.45,13.02,45.44%,0.13,18.12%,2.02%,1
WASH,Washington Trust Bancorp Inc,12.9,13.3,3.91%,12.94,1.82,4.51,12.47,35.20%,0.05,15.23%,1.42%,1
WAT,Waters Corp,28.84,30.11,--,26.22,130.17,6.18,21.14,24.60%,10.87,57.12%,17.23%,1
WB,Weibo Corp,19.17,19.07,--,17.22,4.96,5.92,17.8,33.32%,0.79,30.59%,14.76%,1
WBA,Walgreens Boots Alliance Inc,13.33,12.57,3.38%,9.23,2.04,0.35,8.02,2.88%,0.49,15.03%,4.61%,1
WBC,WABCO Holdings Inc,21.01,18,--,20.94,5.12,1.96,12.76,10.97%,0.6,26.51%,8.68%,1
WBK,Westpac Banking Corp,12.88,12.87,7.15%,13.34,1.3,4.22,11.29,32.41%,3.11,10.43%,0.76%,1
WBS,Webster Financial Corp,13.04,14.22,3.04%,12.9,1.61,3.87,12.72,29.38%,0.17,13.05%,1.33%,1
WBT,Welbilt Inc,41.9,31.84,--,22.29,9.39,1.34,17.59,4.29%,6.18,26.23%,2.43%,1
WCC,Wesco International Inc,11.47,12.3,--,11.15,1.11,0.29,8.55,2.70%,0.61,10.12%,4.54%,1
WCG,WellCare Health Plans Inc,26.94,35.96,--,21.7,3.48,0.63,27.19,2.17%,0.42,14.06%,4.82%,1
WD,Walker & Dunlop Inc,11.99,13.14,1.84%,12.01,1.96,2.47,6.63,22.19%,1.56,17.52%,5.37%,1
WDFC,WD-40 Co,40.52,39.94,1.44%,38.74,17.43,6.05,35.4,15.25%,0.42,42.41%,20.75%,1
WDR,Waddell & Reed Financial Inc,8.91,7.52,6.04%,9.62,1.4,1.09,5.69,15.20%,0.11,16.17%,11.11%,1
